compound_name,polarity,mz_group,quality,notes
D-Glucose 1-phosphate,neg,96.96972,yes,
D-Glucose 1-phosphate,neg,74.00701,,
D-Glucose 1-phosphate,neg,72.00923,,
D-Glucose 1-phosphate,neg,138.98035,yes,
D-Glucose 1-phosphate,neg,84.9286,,
D-Glucose 1-phosphate,neg,42.99975,,
D-Glucose 1-phosphate,neg,61.9884,,
D-Glucose 6-phosphate,pos,98.98408,,
D-Glucose 6-phosphate,pos,91.0543,,
D-Glucose 6-phosphate,pos,43.01783,,
D-Glucose 6-phosphate,pos,128.95338,,
D-Glucose 6-phosphate,pos,53.03852,,
D-Glucose 6-phosphate,neg,78.95912,yes,
D-Glucose 6-phosphate,neg,96.96973,yes,
D-Glucose 6-phosphate,neg,179.88294,,
D-Glucose 6-phosphate,neg,79.95748,,
D-Glucose 6-phosphate,neg,94.981,,
D-Glucose 6-phosphate,neg,138.98038,yes,
D-Glucose 6-phosphate,neg,42.99972,,
D-Glucose 6-phosphate,neg,99.92593,,
D-Glucose 6-phosphate,neg,62.9642,yes,
D-Glucose 6-phosphate,neg,116.92869,,
2-Heptyl-3-hydroxy-quinolone,pos,175.06274,yes,
2-Heptyl-3-hydroxy-quinolone,pos,188.07061,yes,
2-Heptyl-3-hydroxy-quinolone,pos,58.06513,,
2-Heptyl-3-hydroxy-quinolone,pos,147.06783,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,176.07063,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,130.06529,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,189.0785,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,146.06002,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,176.06613,,
2-Heptyl-3-hydroxy-quinolone,pos,55.05419,,
2-Heptyl-3-hydroxy-quinolone,pos,57.06988,maybe,
2-Heptyl-3-hydroxy-quinolone,pos,188.07306,,
2-Heptyl-3-hydroxy-quinolone,pos,43.05441,,
2-Heptyl-3-hydroxy-quinolone,pos,162.05534,maybe,
2-Heptyl-3-hydroxy-quinolone,neg,173.04826,yes,
2-Heptyl-3-hydroxy-quinolone,neg,159.03268,yes,
2-Heptyl-3-hydroxy-quinolone,neg,186.05619,yes,
2-Heptyl-3-hydroxy-quinolone,neg,187.06406,,
2-Heptyl-3-hydroxy-quinolone,neg,174.05253,maybe,
2-Heptyl-3-hydroxy-quinolone,neg,174.05603,,
2-Heptyl-3-hydroxy-quinolone,neg,131.03772,,
2-Heptyl-3-hydroxy-quinolone,neg,198.09293,,
2-Heptyl-3-hydroxy-quinolone,neg,76.97003,,
2-Heptyl-3-hydroxy-quinolone,neg,144.04554,,
2-Heptyl-3-hydroxy-quinolone,neg,116.05058,,
2-Heptyl-3-hydroxy-quinolone,neg,145.05331,,
2-Heptyl-3-hydroxy-quinolone,neg,79.95734,,
O-Methylmalonyl-L-carnitine,pos,85.02833,yes,
O-Methylmalonyl-L-carnitine,pos,60.08072,yes,
O-Methylmalonyl-L-carnitine,pos,59.07289,yes,
O-Methylmalonyl-L-carnitine,pos,58.06508,yes,
O-Methylmalonyl-L-carnitine,pos,57.03344,yes,
O-Methylmalonyl-L-carnitine,pos,84.08073,maybe,
O-Methylmalonyl-L-carnitine,pos,103.0389,yes,
O-Methylmalonyl-L-carnitine,pos,144.10191,yes,
O-Methylmalonyl-L-carnitine,pos,73.02835,yes,
O-Methylmalonyl-L-carnitine,pos,101.02334,yes,
O-Methylmalonyl-L-carnitine,pos,45.03345,yes,
O-Methylmalonyl-L-carnitine,pos,44.0494,yes,
O-Methylmalonyl-L-carnitine,pos,43.01781,maybe,
O-Methylmalonyl-L-carnitine,pos,129.07831,yes,
O-Methylmalonyl-L-carnitine,pos,45.05725,maybe,
O-Methylmalonyl-L-carnitine,pos,162.11246,yes,
O-Methylmalonyl-L-carnitine,pos,83.01266,maybe,
O-Methylmalonyl-L-carnitine,pos,55.01776,maybe,
O-Methylmalonyl-L-carnitine,pos,41.03852,maybe,
O-Methylmalonyl-L-carnitine,pos,91.45584,,
Adenosine,pos,136.06172,yes,
Adenosine,pos,119.03518,yes,
Adenosine,pos,58.06508,,
Adenosine,pos,57.03344,maybe,
Adenosine,pos,67.02906,maybe,
Adenosine,pos,55.01778,maybe,
Adenosine,pos,92.02426,yes,
Adenosine,pos,94.03997,maybe,
Adenosine,pos,137.06508,,
Adenosine,pos,43.01779,,
Adenosine,pos,42.03376,,
Adenosine,pos,72.08069,,
Adenosine,pos,65.0134,maybe,
Adenosine,pos,55.01835,,
Adenosine,pos,55.05414,,
Adenosine,pos,69.03341,maybe,
Adenosine,pos,57.06979,,
Adenosine,neg,134.04732,yes,
Adenosine,neg,107.03645,yes,
Adenosine,neg,78.95915,,
Adenosine,neg,92.02578,maybe,
Adenosine,neg,92.02533,maybe,
Adenosine,neg,65.01457,yes,
Adenosine,neg,96.96021,,
Adenosine,neg,148.06309,,
Adenosine,neg,41.01463,,
Adenosine,neg,79.95746,,
Adenosine,neg,135.05079,,
Adenosine,neg,133.03939,,
Adenosine,neg,68.02544,maybe,
Deoxyguanosine,pos,152.05676,yes,
Deoxyguanosine,pos,135.03019,yes,
Deoxyguanosine,pos,55.02905,yes,
Deoxyguanosine,pos,110.03492,yes,
Deoxyguanosine,pos,43.02906,yes,
Deoxyguanosine,pos,82.04047,maybe,
Deoxyguanosine,pos,107.0352,,
Deoxyguanosine,pos,80.02429,yes,
Deoxyguanosine,pos,58.06523,,
Deoxyguanosine,pos,82.03982,maybe,
Deoxyguanosine,pos,84.04426,,
Deoxyguanosine,pos,53.01331,maybe,
Deoxyguanosine,pos,93.00867,maybe,
Deoxyguanosine,pos,45.03345,maybe,
Deoxyguanosine,pos,55.05426,,
Deoxyguanosine,neg,150.04227,yes,
Deoxyguanosine,neg,133.01574,yes,
Deoxyguanosine,neg,108.02044,yes,
Deoxyguanosine,neg,107.03645,yes,
Deoxyguanosine,neg,176.05803,yes,
Deoxyguanosine,neg,134.03619,maybe,
Deoxyguanosine,neg,59.01392,yes,
Deoxyguanosine,neg,41.01455,maybe,
Deoxyguanosine,neg,82.04122,maybe,
Deoxyguanosine,neg,149.03462,maybe,
Deoxyguanosine,neg,41.99858,,
Deoxyguanosine,neg,106.04131,,
Deoxyguanosine,neg,91.03035,,
Deoxyguanosine,neg,66.00992,maybe,
Deoxyguanosine,neg,80.02546,,
Inosine,pos,137.04575,yes,
Inosine,pos,55.02907,yes,
Inosine,pos,93.04473,,
Inosine,pos,119.03526,yes,
Inosine,pos,110.03483,yes,
Inosine,pos,67.02904,yes,
Inosine,pos,94.03991,yes,
Inosine,pos,82.04,yes,
Inosine,pos,92.0243,yes,
Inosine,pos,43.01782,maybe,
Inosine,pos,65.01337,yes,
Inosine,neg,135.03137,yes,
Inosine,neg,108.02053,yes,
Inosine,neg,92.0255,yes,
Inosine,neg,65.01461,,
Inosine,neg,149.04705,yes,
Inosine,neg,126.03103,,
Inosine,neg,80.02545,maybe,
Inosine,neg,65.99857,maybe,
Inosine,neg,134.02362,maybe,
Inosine,neg,79.95754,,
L-Homocystine,pos,88.02152,yes,
L-Homocystine,pos,46.99498,yes,
L-Homocystine,pos,56.04944,yes,
L-Homocystine,pos,90.03718,yes,
L-Homocystine,pos,44.04949,yes,
L-Homocystine,pos,44.97949,maybe,
L-Homocystine,pos,70.06502,maybe,
L-Homocystine,pos,70.06582,,
L-Homocystine,pos,134.02694,maybe,
L-Homocystine,pos,136.04271,,
L-Homocystine,pos,55.05415,maybe,
L-Homocystine,pos,58.06508,,
L-Homocystine,pos,57.06984,,
L-Homocystine,pos,44.97913,,
L-Homocystine,pos,118.03192,,
L-Homocystine,neg,72.00921,yes,
L-Homocystine,neg,70.99622,yes,
L-Homocystine,neg,114.98613,yes,
L-Homocystine,neg,88.02272,yes,
L-Homocystine,neg,135.03145,maybe,
L-Homocystine,neg,76.97013,,
L-Homocystine,neg,88.02362,,
L-Homocystine,neg,132.01273,,
L-Homocystine,neg,42.03494,,
Guanosine,pos,152.05671,yes,
Guanosine,pos,135.03025,yes,
Guanosine,pos,55.02907,yes,
Guanosine,pos,110.03494,yes,
Guanosine,pos,43.02905,yes,
Guanosine,pos,58.06505,,
Guanosine,pos,42.03377,,
Guanosine,pos,82.03991,maybe,
Guanosine,pos,53.01345,yes,
Guanosine,pos,40.01816,,
Guanosine,pos,80.02437,yes,
Guanosine,pos,65.01345,,
Guanosine,pos,46.06511,,
Guanosine,pos,56.04941,,
Guanosine,neg,150.04229,yes,
Guanosine,neg,133.01573,yes,
Guanosine,neg,108.02047,yes,
Guanosine,neg,107.03646,yes,
Guanosine,neg,66.00981,yes,
Guanosine,neg,80.02537,maybe,
Guanosine,neg,41.01458,maybe,
Guanosine,neg,82.04113,yes,
Guanosine,neg,126.03105,yes,
Guanosine,neg,65.99853,maybe,
Guanosine,neg,78.00994,maybe,
Guanosine,neg,105.02089,maybe,
Ophthalmic acid,pos,58.06508,yes,
Ophthalmic acid,pos,84.04439,yes,
Ophthalmic acid,pos,41.0385,maybe,
Ophthalmic acid,pos,56.04958,maybe,
Ophthalmic acid,pos,41.03897,,
Ophthalmic acid,pos,43.04164,yes,
Ophthalmic acid,pos,42.03376,yes,
Ophthalmic acid,pos,123.09165,yes,
Ophthalmic acid,pos,57.06989,,
Ophthalmic acid,pos,124.07554,yes,
Ophthalmic acid,neg,115.08784,yes,
Ophthalmic acid,neg,74.02482,yes,
Ophthalmic acid,neg,58.0299,maybe,
Ophthalmic acid,neg,41.99859,maybe,
Ophthalmic acid,neg,125.07222,maybe,
Ophthalmic acid,neg,128.03552,maybe,
Ophthalmic acid,neg,141.06712,yes,
Ophthalmic acid,neg,102.05622,yes,
Ophthalmic acid,neg,82.0299,yes,
Ophthalmic acid,neg,159.07788,yes,
Ophthalmic acid,neg,54.03498,maybe,
Ophthalmic acid,neg,151.08768,maybe,
Ophthalmic acid,neg,109.04086,maybe,
Ophthalmic acid,neg,98.06123,maybe,
L-Arginosuccinic acid,pos,70.06507,yes,
L-Arginosuccinic acid,pos,88.03929,yes,
L-Arginosuccinic acid,pos,116.07065,yes,
L-Arginosuccinic acid,pos,70.0287,maybe,
L-Arginosuccinic acid,pos,55.05416,,
L-Arginosuccinic acid,pos,58.06505,,
L-Arginosuccinic acid,pos,116.03408,,
L-Arginosuccinic acid,pos,60.05555,,
L-Arginosuccinic acid,pos,43.01773,,
L-Arginosuccinic acid,pos,113.07098,yes,
L-Arginosuccinic acid,pos,74.02365,yes,
L-Arginosuccinic acid,pos,97.07609,,
L-Arginosuccinic acid,pos,112.08678,maybe,
L-Arginosuccinic acid,pos,112.05067,maybe,
L-Arginosuccinic acid,pos,134.04448,,
L-Arginosuccinic acid,neg,131.08287,yes,
L-Arginosuccinic acid,neg,88.04061,yes,
L-Arginosuccinic acid,neg,41.0146,yes,
L-Arginosuccinic acid,neg,71.01401,maybe,
L-Arginosuccinic acid,neg,115.00384,maybe,
L-Arginosuccinic acid,neg,132.0306,yes,
L-Arginosuccinic acid,neg,70.02993,yes,
L-Arginosuccinic acid,neg,112.0519,yes,
L-Arginosuccinic acid,neg,114.01981,maybe,
L-Arginosuccinic acid,neg,95.02534,maybe,
L-Arginosuccinic acid,neg,96.00926,yes,
L-Arginosuccinic acid,neg,41.99863,yes,
L-Arginosuccinic acid,neg,88.04019,,
L-Arginosuccinic acid,neg,98.02492,maybe,
L-Arginosuccinic acid,neg,113.0357,,
L-Arginosuccinic acid,neg,114.05631,maybe,
N-Acetylmuramic acid,pos,58.06513,,
N-Acetylmuramic acid,pos,96.04442,yes,
N-Acetylmuramic acid,pos,138.055,yes,
N-Acetylmuramic acid,pos,84.0444,yes,
N-Acetylmuramic acid,pos,42.03377,maybe,
N-Acetylmuramic acid,pos,70.06512,maybe,
N-Acetylmuramic acid,pos,43.01851,,
N-Acetylmuramic acid,pos,98.05998,yes,
N-Acetylmuramic acid,pos,81.03356,yes,
N-Acetylmuramic acid,pos,69.03346,yes,
N-Acetylmuramic acid,pos,84.04533,maybe,
N-Acetylmuramic acid,pos,138.05681,,
N-Acetylmuramic acid,pos,144.0655,yes,
N-Acetylmuramic acid,pos,53.03864,yes,
N-Acetylmuramic acid,pos,57.06991,,
N-Acetylmuramic acid,pos,97.02842,yes,
N-Acetylmuramic acid,pos,126.05499,yes,
N-Acetylmuramic acid,pos,55.05428,yes,
N-Acetylmuramic acid,neg,89.02451,yes,
N-Acetylmuramic acid,neg,41.99859,yes,
N-Acetylmuramic acid,neg,58.02991,yes,
N-Acetylmuramic acid,neg,43.01916,maybe,
N-Acetylmuramic acid,neg,43.01885,maybe,
N-Acetylmuramic acid,neg,55.01899,yes,
N-Acetylmuramic acid,neg,41.00335,maybe,
N-Acetylmuramic acid,neg,83.01396,,
N-Acetylmuramic acid,neg,136.08951,,
N-Acetylmuramic acid,neg,43.02011,,
N-Acetylmuramic acid,neg,92.02559,,
Glutamylphenylalanine,pos,120.08073,yes,
Glutamylphenylalanine,pos,84.04438,yes,
Glutamylphenylalanine,pos,103.05417,yes,
Glutamylphenylalanine,pos,58.06508,,
Glutamylphenylalanine,pos,56.04952,maybe,
Glutamylphenylalanine,pos,77.0386,yes,
Glutamylphenylalanine,pos,91.05413,maybe,
Glutamylphenylalanine,pos,79.05416,maybe,
Glutamylphenylalanine,pos,51.02286,maybe,
Glutamylphenylalanine,pos,186.09128,yes,
Glutamylphenylalanine,pos,105.04463,,
Glutamylphenylalanine,pos,95.04899,,
Glutamylphenylalanine,pos,107.04905,maybe,
Glutamylphenylalanine,pos,41.03852,maybe,
Glutamylphenylalanine,pos,57.0699,,
Glutamylphenylalanine,pos,121.0841,,
Glutamylphenylalanine,pos,131.04907,maybe,
Glutamylphenylalanine,neg,147.04531,yes,
Glutamylphenylalanine,neg,109.04088,yes,
Glutamylphenylalanine,neg,128.03544,yes,
Glutamylphenylalanine,neg,103.05538,yes,
Glutamylphenylalanine,neg,164.07188,yes,
Glutamylphenylalanine,neg,91.05542,maybe,
Glutamylphenylalanine,neg,72.00916,yes,
Glutamylphenylalanine,neg,41.99856,maybe,
Glutamylphenylalanine,neg,127.05148,maybe,
Glutamylphenylalanine,neg,58.0299,,
Glutamylphenylalanine,neg,177.09229,,
Glutamylphenylalanine,neg,82.02982,maybe,
Glutamylphenylalanine,neg,79.95747,,
Glutamylphenylalanine,neg,74.02482,yes,
Glutathione,pos,76.02151,yes,
Glutathione,pos,84.04441,yes,
Glutathione,pos,58.99496,yes,
Glutathione,pos,116.01648,yes,
Glutathione,pos,142.03222,maybe,
Glutathione,pos,76.0391,,
Glutathione,pos,41.03872,,
Glutathione,pos,58.06504,,
Glutathione,pos,56.04945,,
Glutathione,pos,46.06507,,
Glutathione,pos,86.98999,yes,
Glutathione,pos,80.04932,,
Glutathione,pos,130.04994,,
Glutathione,neg,74.02484,yes,
Glutathione,neg,58.02988,maybe,
Glutathione,neg,128.03541,yes,
Glutathione,neg,123.05649,,
Glutathione,neg,87.05659,yes,
Glutathione,neg,99.05647,yes,
Glutathione,neg,41.99859,yes,
Glutathione,neg,116.92871,yes,
Glutathione,neg,40.01934,maybe,
Glutathione,neg,99.92596,maybe,
Glutathione,neg,143.04638,yes,
Glutathione,neg,86.02489,yes,
"3',5'-Cyclic AMP",pos,136.06177,yes,
"3',5'-Cyclic AMP",pos,119.03526,yes,
"3',5'-Cyclic AMP",pos,41.03863,yes,
"3',5'-Cyclic AMP",pos,58.0651,,
"3',5'-Cyclic AMP",pos,98.98418,yes,
"3',5'-Cyclic AMP",pos,69.03346,yes,
"3',5'-Cyclic AMP",pos,77.03851,,
"3',5'-Cyclic AMP",pos,97.02836,yes,
"3',5'-Cyclic AMP",pos,78.03382,,
"3',5'-Cyclic AMP",pos,97.02971,,
"3',5'-Cyclic AMP",pos,94.03997,yes,
"3',5'-Cyclic AMP",pos,137.0589,,
"3',5'-Cyclic AMP",pos,51.0229,,
"3',5'-Cyclic AMP",pos,65.01345,,
"3',5'-Cyclic AMP",neg,134.04732,yes,
"3',5'-Cyclic AMP",neg,78.95911,yes,
"3',5'-Cyclic AMP",neg,107.03646,yes,
"3',5'-Cyclic AMP",neg,134.98538,yes,
"3',5'-Cyclic AMP",neg,96.96966,yes,
"3',5'-Cyclic AMP",neg,63.96258,,
"3',5'-Cyclic AMP",neg,96.97084,,
"3',5'-Cyclic AMP",neg,144.18268,,
"3',5'-Cyclic AMP",neg,135.05099,,
"3',5'-Cyclic AMP",neg,92.02552,yes,
"3',5'-Cyclic AMP",neg,64.97016,,
"3',5'-Cyclic AMP",neg,65.0145,,
"3',5'-Cyclic AMP",neg,80.9748,,
Sucrose,pos,57.0698,,
Sucrose,pos,55.05419,,
Sucrose,pos,71.08533,,
Sucrose,pos,43.05411,,
Sucrose,neg,59.01391,yes,
Sucrose,neg,71.01395,yes,
Sucrose,neg,89.02456,yes,
Sucrose,neg,85.02965,yes,
Sucrose,neg,101.02455,maybe,
Sucrose,neg,95.01401,maybe,
Sucrose,neg,55.01903,maybe,
Sucrose,neg,57.03466,,
Sucrose,neg,73.02964,,
Sucrose,neg,43.01898,maybe,
Sucrose,neg,41.00327,yes,
Sucrose,neg,44.99834,,
Sucrose,neg,119.03506,,
Sucrose,neg,113.02452,yes,
Trehalose,neg,59.01389,yes,
Trehalose,neg,71.01396,yes,
Trehalose,neg,55.01909,yes,
Trehalose,neg,89.02443,yes,
Trehalose,neg,85.02958,maybe,
Trehalose,neg,43.01896,,
Trehalose,neg,41.00333,maybe,
Trehalose,neg,101.02449,maybe,
Trehalose,neg,113.02455,yes,
Trehalose,neg,119.03502,maybe,
Trehalose,neg,83.01374,,
"3',5'-Cyclic GMP",pos,152.05668,yes,
"3',5'-Cyclic GMP",pos,135.03013,yes,
"3',5'-Cyclic GMP",pos,110.03499,maybe,
"3',5'-Cyclic GMP",pos,109.05089,,
"3',5'-Cyclic GMP",pos,98.98401,,
"3',5'-Cyclic GMP",pos,153.04067,maybe,
"3',5'-Cyclic GMP",pos,69.03373,maybe,
"3',5'-Cyclic GMP",neg,133.01569,yes,
"3',5'-Cyclic GMP",neg,78.95909,yes,
"3',5'-Cyclic GMP",neg,150.04227,yes,
"3',5'-Cyclic GMP",neg,108.02046,yes,
"3',5'-Cyclic GMP",neg,107.03647,yes,
"3',5'-Cyclic GMP",neg,96.96966,yes,
"3',5'-Cyclic GMP",neg,66.0099,maybe,
"3',5'-Cyclic GMP",neg,134.9853,,
"3',5'-Cyclic GMP",neg,80.02545,,
"3',5'-Cyclic GMP",neg,62.96421,,
"3',5'-Cyclic GMP",neg,78.00982,,
Thiamine monophosphate,pos,122.0713,yes,
Thiamine monophosphate,pos,126.0372,yes,
Thiamine monophosphate,pos,81.04473,yes,
Thiamine monophosphate,pos,42.03383,yes,
Thiamine monophosphate,pos,44.0494,,
Thiamine monophosphate,pos,68.04946,maybe,
Thiamine monophosphate,pos,54.03379,maybe,
Thiamine monophosphate,pos,80.04955,maybe,
Thiamine monophosphate,pos,99.02623,yes,
Thiamine monophosphate,pos,65.03859,maybe,
Thiamine monophosphate,pos,58.06509,,
Thiamine monophosphate,pos,98.00585,maybe,
Thiamine monophosphate,pos,58.99488,,
Thiamine monophosphate,pos,55.05419,,
Thiamine monophosphate,pos,85.01065,maybe,
Thiamine monophosphate,neg,78.95911,yes,
Thiamine monophosphate,neg,96.96977,yes,
Thiamine monophosphate,neg,156.94444,,
Thiamine monophosphate,neg,88.04048,,
Thiamine monophosphate,neg,41.01457,,
Thiamine monophosphate,neg,41.99856,,
Thiamine monophosphate,neg,59.01389,,
Thiamine monophosphate,neg,68.0506,,
Thiamine monophosphate,neg,135.94526,,
Thiamine monophosphate,neg,109.94222,,
Thiamine monophosphate,neg,154.9476,,
Thiamine monophosphate,neg,155.94705,,
Adenosine monophosphate,pos,136.06177,yes,
Adenosine monophosphate,pos,97.02846,yes,
Adenosine monophosphate,pos,58.06507,,
Adenosine monophosphate,pos,119.03565,yes,
Adenosine monophosphate,pos,41.03857,yes,
Adenosine monophosphate,pos,119.03479,,
Adenosine monophosphate,pos,69.03373,maybe,
Adenosine monophosphate,pos,98.98402,,
Adenosine monophosphate,pos,137.06508,,
Adenosine monophosphate,pos,69.03325,,
Adenosine monophosphate,neg,78.95912,yes,
Adenosine monophosphate,neg,134.04737,yes,
Adenosine monophosphate,neg,96.96976,yes,
Adenosine monophosphate,neg,107.03643,yes,
Adenosine monophosphate,neg,150.98012,maybe,
Adenosine monophosphate,neg,138.98048,,
"Cys-Gly, oxidized",pos,85.03961,yes,
"Cys-Gly, oxidized",pos,76.02151,yes,
"Cys-Gly, oxidized",pos,131.04513,yes,
"Cys-Gly, oxidized",pos,74.00588,yes,
"Cys-Gly, oxidized",pos,58.06503,,
"Cys-Gly, oxidized",pos,84.04437,yes,
"Cys-Gly, oxidized",pos,55.01781,yes,
"Cys-Gly, oxidized",pos,113.03462,yes,
"Cys-Gly, oxidized",pos,76.03923,maybe,
"Cys-Gly, oxidized",pos,131.99353,yes,
"Cys-Gly, oxidized",pos,130.04992,yes,
"Cys-Gly, oxidized",pos,116.01641,yes,
"Cys-Gly, oxidized",pos,92.01647,yes,
"Cys-Gly, oxidized",pos,59.0603,,
"Cys-Gly, oxidized",pos,42.03375,,
"Cys-Gly, oxidized",pos,116.01773,,
"Cys-Gly, oxidized",neg,74.02488,yes,
"Cys-Gly, oxidized",neg,41.9985,,
"Cys-Gly, oxidized",neg,99.05649,yes,
"Cys-Gly, oxidized",neg,58.02991,yes,
"Cys-Gly, oxidized",neg,143.04655,yes,
"Cys-Gly, oxidized",neg,40.01931,maybe,
"Cys-Gly, oxidized",neg,99.05769,,
"Cys-Gly, oxidized",neg,131.04637,maybe,
"Cys-Gly, oxidized",neg,116.92876,,
"Cys-Gly, oxidized",neg,76.97017,,
"Cys-Gly, oxidized",neg,87.05647,,
"Cys-Gly, oxidized",neg,85.04078,,
"Cys-Gly, oxidized",neg,100.00408,,
Guanosine monophosphate,pos,152.05669,yes,
Guanosine monophosphate,pos,135.03023,yes,
Guanosine monophosphate,pos,58.06507,,
Guanosine monophosphate,pos,110.03494,yes,
Guanosine monophosphate,pos,97.02834,yes,
Guanosine monophosphate,pos,41.03868,,
Guanosine monophosphate,pos,55.02919,,
Guanosine monophosphate,pos,53.01337,maybe,
Guanosine monophosphate,pos,153.04066,yes,
Guanosine monophosphate,pos,109.05085,maybe,
Guanosine monophosphate,pos,57.06989,,
Guanosine monophosphate,pos,43.02931,,
Guanosine monophosphate,neg,78.95912,yes,
Guanosine monophosphate,neg,96.96981,yes,
Guanosine monophosphate,neg,133.01581,yes,
Guanosine monophosphate,neg,150.04236,yes,
Guanosine monophosphate,neg,108.02037,maybe,
S-Adenosylhomocysteine,pos,88.02154,yes,
S-Adenosylhomocysteine,pos,136.06175,yes,
S-Adenosylhomocysteine,pos,134.02699,maybe,
S-Adenosylhomocysteine,pos,58.06513,maybe,
S-Adenosylhomocysteine,pos,56.04943,,
S-Adenosylhomocysteine,pos,97.02843,maybe,
S-Adenosylhomocysteine,pos,43.01787,,
S-Adenosylhomocysteine,pos,65.01347,,
S-Adenosylhomocysteine,pos,44.04951,,
S-Adenosylhomocysteine,pos,55.05419,,
S-Adenosylhomocysteine,pos,119.03517,yes,
S-Adenosylhomocysteine,neg,134.04732,yes,
S-Adenosylhomocysteine,neg,107.03643,yes,
S-Adenosylhomocysteine,neg,74.99117,yes,
S-Adenosylhomocysteine,neg,86.9911,yes,
S-Adenosylhomocysteine,neg,63.96248,,
S-Adenosylhomocysteine,neg,107.03778,,
S-Adenosylhomocysteine,neg,92.0255,maybe,
S-Adenosylhomocysteine,neg,71.01391,maybe,
S-Adenosylhomocysteine,neg,116.01767,,
S-Adenosylmethionine,pos,97.02846,yes,
S-Adenosylmethionine,pos,136.06186,yes,
S-Adenosylmethionine,pos,56.04946,yes,
S-Adenosylmethionine,pos,41.03862,yes,
S-Adenosylmethionine,pos,56.05012,,
S-Adenosylmethionine,pos,61.01064,yes,
S-Adenosylmethionine,pos,69.03353,yes,
S-Adenosylmethionine,pos,74.02366,maybe,
S-Adenosylmethionine,pos,58.06509,maybe,
S-Adenosylmethionine,pos,102.05488,yes,
S-Adenosylmethionine,pos,74.06014,maybe,
S-Adenosylmethionine,pos,102.05606,,
S-Adenosylmethionine,pos,46.06512,,
S-Adenosylmethionine,pos,44.04942,maybe,
S-Adenosylmethionine,pos,119.03517,maybe,
S-Adenosylmethionine,pos,55.01775,,
S-Adenosylmethionine,pos,41.0383,,
S-Adenosylmethionine,pos,42.03379,,
Thiamine diphosphate,pos,122.0713,yes,
Thiamine diphosphate,pos,81.04471,yes,
Thiamine diphosphate,pos,126.03725,yes,
Thiamine diphosphate,pos,42.03382,yes,
Thiamine diphosphate,pos,42.03427,,
Thiamine diphosphate,pos,99.02639,,
Thiamine diphosphate,pos,77.03857,,
Thiamine diphosphate,pos,58.06506,,
Thiamine diphosphate,pos,86.09633,,
Thiamine diphosphate,pos,54.03377,,
Thiamine diphosphate,pos,80.04947,maybe,
Thiamine diphosphate,pos,72.08089,,
Thiamine diphosphate,neg,78.95914,yes,
Thiamine diphosphate,neg,122.98554,yes,
Thiamine diphosphate,neg,158.92552,maybe,
Thiamine diphosphate,neg,61.98847,,
Thiamine diphosphate,neg,90.92371,,
Thiamine diphosphate,neg,124.00765,,
Thiamine diphosphate,neg,62.96421,,
Thiamine diphosphate,neg,79.95761,,
Thiamine diphosphate,neg,76.97011,,
Thiamine diphosphate,neg,42.99974,,
Chitobiose,pos,58.06504,,
Chitobiose,pos,84.04439,yes,
Chitobiose,pos,138.05496,maybe,
Chitobiose,pos,96.04442,maybe,
Chitobiose,pos,126.05498,maybe,
Chitobiose,pos,43.01781,maybe,
Chitobiose,pos,56.04945,maybe,
Chitobiose,pos,68.04936,,
Chitobiose,pos,70.06511,,
Chitobiose,pos,61.02833,,
Chitobiose,pos,109.02825,,
Chitobiose,pos,53.03856,,
Adenosine diphosphate,pos,136.06179,yes,
Adenosine diphosphate,pos,58.0651,,
Adenosine diphosphate,pos,97.02845,maybe,
Adenosine diphosphate,pos,119.03525,maybe,
Adenosine diphosphate,pos,46.06513,maybe,
Adenosine diphosphate,pos,41.03849,,
Adenosine diphosphate,pos,55.05431,,
Adenosine diphosphate,pos,69.03343,maybe,
Adenosine diphosphate,pos,41.03901,,
Adenosine diphosphate,neg,78.95912,yes,
Adenosine diphosphate,neg,158.92564,yes,
Adenosine diphosphate,neg,134.04739,yes,
Adenosine diphosphate,neg,96.96977,maybe,
Adenosine diphosphate,neg,107.03638,maybe,
Adenosine diphosphate,neg,95.97611,,
Riboflavin-5-phosphate,pos,172.08702,yes,
Riboflavin-5-phosphate,pos,43.01785,yes,
Riboflavin-5-phosphate,pos,198.06624,yes,
Riboflavin-5-phosphate,pos,53.03859,yes,
Riboflavin-5-phosphate,pos,198.06831,,
Riboflavin-5-phosphate,pos,45.03349,yes,
Riboflavin-5-phosphate,pos,69.0336,yes,
Riboflavin-5-phosphate,pos,81.03356,yes,
Riboflavin-5-phosphate,pos,98.98416,yes,
Riboflavin-5-phosphate,pos,73.02837,,
Riboflavin-5-phosphate,pos,57.03352,yes,
Riboflavin-5-phosphate,pos,197.09632,,
Riboflavin-5-phosphate,pos,197.10728,,
Riboflavin-5-phosphate,pos,157.07691,,
Riboflavin-5-phosphate,pos,41.03849,maybe,
Riboflavin-5-phosphate,neg,78.95912,yes,
Riboflavin-5-phosphate,neg,96.96974,yes,
Riboflavin-5-phosphate,neg,41.99861,yes,
Riboflavin-5-phosphate,neg,184.08837,maybe,
Riboflavin-5-phosphate,neg,138.98032,maybe,
Riboflavin-5-phosphate,neg,198.06746,maybe,
Riboflavin-5-phosphate,neg,157.0773,,
